cluster,internet_adoption_rate,total_population,avg_household_size,fcc_10mbps_coverage,fcc_25mbps_coverage,fcc_100mbps_coverage,fcc_250mbps_coverage,fcc_gigabit_coverage,median_income,pct_seniors,pct_under18,poverty_rate,pct_white,pct_black,pct_hispanic,pct_bachelor_plus,zip
0,0.7245108591938316,1140509,2.6190909090909087,1.0,1.0,1.0,0.9391757575757576,0.5646030303030304,77174.51515151515,0.10258078548490125,0.22299151660616037,0.1378406909232839,0.5695847298011767,0.09832509815858277,0.4534273685770865,0.21138711967925375,"['76537', '76574', '78602', '78610', '78621', '78626', '78634', '78640', '78644', '78648', '78653', '78655', '78660', '78664', '78665', '78666', '78702', '78705', '78719', '78721', '78723', '78724', '78725', '78728', '78741', '78742', '78744', '78747', '78752', '78753', '78754', '78758', '78957']"
1,0.8490824524533399,1070478,2.376315789473684,1.0,1.0,0.9999868421052631,0.9322973684210527,0.6236394736842105,118073.63157894737,0.14723637116409546,0.20418414159393808,0.06944343213142878,0.7571360535263129,0.03392724615837323,0.18494859088966822,0.42204045041611826,"['76527', '76530', '78613', '78620', '78628', '78633', '78641', '78642', '78645', '78676', '78681', '78701', '78703', '78704', '78717', '78722', '78726', '78727', '78729', '78730', '78731', '78732', '78733', '78734', '78735', '78736', '78737', '78738', '78739', '78745', '78746', '78748', '78749', '78750', '78751', '78756', '78757', '78759']"
